,index,raw data name,raw data name round,chemical_ID_xma,mz_time xma,Name_xma,Formula_xma,MonoisotopicMass_xma,Adduct_xma
322,322,229.115597958456 / 318.150009155273,229.116 / 318.2,C17424,229.116 / 318.2,Lindenenone,C15H16O2,228.115,M+H
323,323,229.14101898171 / 850.5,229.141 / 850.5,C06656,229.141 / 850.5,Deoxyguanidinoproclavaminic acid;Deoxyguanidinoproclavaminate;Deoxyamidinoproclavaminate,C9H16N4O3,228.1222,M+H
324,324,229.152597385167 / 64.5,229.153 / 64.5,C20277,229.153 / 64.5,(2R3R)-3-Methylornithine;(3R)-3-Methyl-D-ornithine,C6H14N2O2,146.1055,M+2ACN+H
325,325,229.152610238768 / 86.7000045776367,229.153 / 86.7,C16308,229.153 / 86.7,Traumatic acid;(2E)-Dodecenedioic acid;Dodec-2-enedioic acid,C12H20O4,228.1362,M+H
326,326,229.286279731801 / 86.7000045776367,229.286 / 86.7,C01387,229.286 / 86.7,Octane;n-Octane,C8H18,114.1409,2M+H
327,327,229.286002389122 / 63.9089775085449,229.286 / 63.9,C01387,229.286 / 63.9,Octane;n-Octane,C8H18,114.1409,2M+H
328,328,229.375562974601 / 86.6999969482422,229.376 / 86.7,,,,,,
329,329,229.437236414649 / 86.7000045776367,229.437 / 86.7,C20548,229.437 / 86.7,Lolitriol,C37H49NO7,619.3509,M+3Na
330,330,229.579910014823 / 1714.80002441406,229.58 / 1714.8,C20607,229.58 / 1714.8,Tryprostatin A,C22H27N3O3,381.2052,M+2K
331,331,230.137095025304 / 111.900001525879,230.137 / 111.9,C20553,230.137 / 111.9,Paspalicine,C27H31NO3,417.2304,M+ACN+2H
332,332,230.1552913263 / 86.6999969482422,230.155 / 86.7,C11707,230.155 / 86.7,Pronethalol;Pronetalol,C15H19NO,229.1467,M+H
333,333,230.156819821691 / 64.3012351989746,230.157 / 64.3,C20764,230.157 / 64.3,Phytyl phosphate,C20H41O4P,376.2742,M+2ACN+2H
334,334,230.183854614756 / 210,230.184 / 210,C20764,230.184 / 210,Phytyl phosphate,C20H41O4P,376.2742,M+2ACN+2H
335,335,230.988220951976 / 64.5,230.988 / 64.5,C06949,230.988 / 64.5,Diazoxide,C8H7ClN2O2S,229.9917,M+H
336,336,231.066677745665 / 249.900024414062,231.067 / 249.9,C18216,231.067 / 249.9,4-Hydroxyphenyl-4-hydroxybenzoate,C13H10O4,230.0579,M+H
337,337,231.081982950826 / 171.596878051758,231.082 / 171.6,C20439,231.082 / 171.6,NBMPR;4-Nitrobenzylthioinosine,C17H17N5O6S,419.09,M+ACN+2H
338,338,231.131581528079 / 132.165084838867,231.132 / 132.2,C20531,231.132 / 132.2,13-Desoxypaxilline;13-Deoxypaxilline,C27H33NO3,419.246,M+ACN+2H
339,339,231.130738906535 / 257.111602783203,231.131 / 257.1,C20531,231.131 / 257.1,13-Desoxypaxilline;13-Deoxypaxilline,C27H33NO3,419.246,M+ACN+2H
340,340,231.139153045606 / 1060.20007324219,231.139 / 1060.2,C17913,231.139 / 1060.2,Isodehydrocostus lactone,C15H18O2,230.1307,M+H
341,341,231.14745027352 / 64.3926620483398,231.147 / 64.4,C19143,231.147 / 64.4,Dibutyl succinate,C12H22O4,230.1518,M+H
342,342,231.156145652428 / 849.299987792969,231.156 / 849.3,C19143,231.156 / 849.3,Dibutyl succinate,C12H22O4,230.1518,M+H
343,343,232.105497424272 / 519,232.105 / 519,,,,,,
344,344,232.114923523369 / 640.799987792969,232.115 / 640.8,C20334,232.115 / 640.8,126-Hexanetriol,C6H14O3,134.0943,3M+Na+K
345,345,232.127221490945 / 89.9457206726074,232.127 / 89.9,C06996,232.127 / 89.9,Fenfluramine,C12H16F3N,231.1235,M+H
346,346,232.152300253518 / 192.899993896484,232.152 / 192.9,C07539,232.152 / 192.9,Aminopyrine;4-Dimethylaminoantipyrine,C13H17N3O,231.1372,M+H
347,347,232.240654530378 / 519,232.241 / 519,C17076,232.241 / 519,Tridecanoic acid,C13H26O2,214.1933,M+NH4
348,348,232.286653696201 / 193.150695800781,232.287 / 193.2,C18754,232.287 / 193.2,Captafol,C10H9Cl4NO2S,346.9108,2M+3H
349,349,232.439820228598 / 193.199981689453,232.44 / 193.2,C17862,232.44 / 193.2,Atractyloside E,C32H54O16,694.3412,M+3H
350,350,233.108664531397 / 519,233.109 / 519,C19542,233.109 / 519,Triaziquone;Tris(aziridinyl)-para-benzoquinone,C12H13N3O2,-,M+H_[+1]
351,351,233.110518917951 / 102.599998474121,233.111 / 102.6,C09142,233.111 / 102.6,Cryptolepine,C16H12N2,232.1,M+H
352,352,233.115250513824 / 88.5,233.115 / 88.5,C06996,233.115 / 88.5,Fenfluramine,C12H16F3N,-,M+H_[+1]
353,353,233.121689043274 / 52.5,233.122 / 52.5,C15767,233.122 / 52.5,4-(L-gamma-Glutamylamino)butanoate;4-(gamma-L-Glutamylamino)butanoate;gamma-Glutamyl-gamma-aminobutyrate;4-(Glutamylamino)butanoate;gamma-Glutamyl-GABA,C9H16N2O5,232.1059,M+H
354,354,233.155326316608 / 192.900009155273,233.155 / 192.9,C07539,233.155 / 192.9,Aminopyrine;4-Dimethylaminoantipyrine,C13H17N3O,-,M+H_[+1]
355,355,234.084497897765 / 731.400024414062,234.084 / 731.4,C10654,234.084 / 731.4,Casimiroin,C12H11NO4,233.0688,M+H
356,356,234.09508147257 / 174.600006103516,234.095 / 174.6,C19347,234.095 / 174.6,Bis(1-aziridinyl)morpholinophosphine sulfide,C8H16N3OPS,233.0752,M+H
357,357,234.121750882202 / 114.900001525879,234.122 / 114.9,C04337,234.122 / 114.9,N(omega)-Nitro-L-arginine methyl ester;N(G)-Nitro-L-arginine methyl ester,C7H15N5O4,233.1124,M+H
358,358,235.129178759899 / 1921.80004882812,235.129 / 1921.8,C18326,235.129 / 1921.8,p-Coumaroylputrescine,C13H18N2O2,234.1368,M+H
359,359,235.166811719954 / 1612.80004882812,235.167 / 1612.8,C02253,235.167 / 1612.8,Benzoylagmatine,C12H18N4O,234.1481,M+H
360,360,235.177992636542 / 591,235.178 / 591,C20404,235.178 / 591,1-Deoxypentalenate,C15H22O2,234.162,M+H
361,361,235.19138776755 / 2065.19995117188,235.191 / 2065.2,C20434,235.191 / 2065.2,20-Methyl-2122-didehydro-2021-dihydrobotryococcene;Isoshowacene,C31H52,424.4069,M+2Na
362,362,235.191292327438 / 1977.90002441406,235.191 / 1977.9,C20434,235.191 / 1977.9,20-Methyl-2122-didehydro-2021-dihydrobotryococcene;Isoshowacene,C31H52,424.4069,M+2Na
363,363,235.313574201877 / 591,235.314 / 591,,,,,,
364,364,235.403832757369 / 591,235.404 / 591,C12049,235.404 / 591,Neocarzinostatin chromophore,C35H33NO12,659.2003,M+H+2Na
365,365,235.465242073855 / 591,235.465 / 591,C20095,235.465 / 591,Argiopinin III,C31H53N11O5,659.4231,M+H+2Na
366,366,235.640745374582 / 591,235.641 / 591,C19992,235.641 / 591,Rhodojaponin I;Grayanotoxane-56101416-pentol 23-epoxy- 614-diacetate (2beta3beta6beta14R)-,C24H36O8,452.241,M+H+NH4
367,367,236.162061783418 / 552.900024414062,236.162 / 552.9,C14169,236.162 / 552.9,Stovaine;Amylocaine,C14H21NO2,235.1572,M+H
368,368,236.181360041561 / 591,236.181 / 591,C20404,236.181 / 591,1-Deoxypentalenate,C15H22O2,-,M+H_[+1]
369,369,237.099540799078 / 1031.09997558594,237.1 / 1031.1,C20463,237.1 / 1031.1,Purine deoxyribonucleoside;Purine 2-deoxyribonucleoside,C10H12N4O3,236.0909,M+H
370,370,237.121286995048 / 231,237.121 / 231,C07890,237.121 / 231,Midodrine,C12H18N2O4,254.1267,M+H-H2O
371,371,237.145697013314 / 1128.00012207031,237.146 / 1128,C17723,237.146 / 1128,Metabutethamine,C13H20N2O2,236.1525,M+H
372,372,237.188708317338 / 1977.90002441406,237.189 / 1977.9,C17604,237.189 / 1977.9,Kikkanol B,C15H24O2,236.1776,M+H
373,373,237.184408192039 / 591,237.184 / 591,C20404,237.184 / 591,1-Deoxypentalenate,C15H22O2,-,M+H_[+2]
374,374,238.09181822169 / 236.281105041504,238.092 / 236.3,C16360,238.092 / 236.3,37-Dimethyluric acid,C7H8N4O3,196.0596,M+ACN+H
375,375,239.104061943972 / 952.200012207031,239.104 / 952.2,C07501,239.104 / 952.2,Felbamate,C11H14N2O4,238.0954,M+H
376,376,239.136449755795 / 806.399963378906,239.136 / 806.4,C20199,239.136 / 806.4,3-(3aS4S7aS)-7a-Methyl-15-dioxo-octahydro-1H-inden-4-ylpropanoate;917-Dioxo-12341019-hexanorandrostan-5-oic acid;DOHNAA;HIP,C13H18O4,238.1205,M+H
377,377,239.964127616775 / 40.2000007629395,239.964 / 40.2,C18597,239.964 / 40.2,Dicamba,C8H6Cl2O3,219.9694,2M+H+K
378,378,240.095797688057 / 450.299987792969,240.096 / 450.3,C16627,240.096 / 450.3,Albendazole-2-aminosulfone,C10H13N3O2S,239.0728,M+H
379,379,240.105344137508 / 64.4819412231445,240.105 / 64.5,C14678,240.105 / 64.5,5-Hydroxy-2-acetamidofluorene;N-(5-Hydroxy-2-fluorenyl)acetamide,C15H13NO2,239.0946,M+H
380,380,241.091063618463 / 109.499992370605,241.091 / 109.5,C19896,241.091 / 109.5,4-Hydroxyflavanone,C15H12O3,240.0786,M+H
381,381,241.104837414141 / 1141.80004882812,241.105 / 1141.8,C20286,241.105 / 1141.8,2-Hydroxyamino-1-methyl-6-phenylimidazo45-bpyridine;2-Hydroxyamino-PhIP,C13H12N4O,240.1011,M+H
382,382,241.152733266889 / 78.8944854736328,241.153 / 78.9,C11716,241.153 / 78.9,Mirasan,C13H21ClN2,240.1393,M+H
383,383,241.152643169004 / 66.3473815917969,241.153 / 66.3,C11716,241.153 / 66.3,Mirasan,C13H21ClN2,240.1393,M+H
384,384,241.152784358687 / 93.6000061035156,241.153 / 93.6,C11716,241.153 / 93.6,Mirasan,C13H21ClN2,240.1393,M+H
385,385,241.171440234609 / 1410.30004882812,241.171 / 1410.3,C20408,241.171 / 1410.3,Festuclavine;68-beta-Dimethylergoline,C16H20N2,240.1626,M+H
386,386,241.168218683328 / 517.5,241.168 / 517.5,C07807,241.168 / 517.5,Pirbuterol,C12H20N2O3,240.1474,M+H
387,387,242.173286289174 / 1410.00012207031,242.173 / 1410,C20408,242.173 / 1410,Festuclavine;68-beta-Dimethylergoline,C16H20N2,-,M+H_[+1]
388,388,243.131859709845 / 541.200012207031,243.132 / 541.2,C19451,243.132 / 541.2,6-Methylchrysene,C19H14,242.1096,M+H
389,389,243.131273275326 / 604.799987792969,243.131 / 604.8,C19603,243.131 / 604.8,4-(Methylnitrosamino)-1-(3-pyridyl-N-oxide)-1-butanol;NNAL-N-oxide,C10H15N3O3,225.1113,M+NH4
390,390,243.13173626956 / 499.800003051758,243.132 / 499.8,C09897,243.132 / 499.8,Selagine,C15H18N2O,242.1419,M+H
391,391,244.134591175463 / 541.200012207031,244.135 / 541.2,C19451,244.135 / 541.2,6-Methylchrysene,C19H14,-,M+H_[+1]
392,392,244.151938345391 / 420.609039306641,244.152 / 420.6,C20643,244.152 / 420.6,2-Heptyl-4(1H)-quinolone;2-Heptyl-4-quinolone;2-Heptyl-4-hydroxyquinoline,C16H21NO,243.1623,M+H
393,393,244.188925275792 / 1096.80004882812,244.189 / 1096.8,C07575,244.189 / 1096.8,Phencyclidine,C17H25N,243.1987,M+H
394,394,245.074223624595 / 57.6000022888184,245.074 / 57.6,C14283,245.074 / 57.6,22-Dihydroxy-4-methoxybenzophenone;Dioxybenzone,C14H12O4,244.0736,M+H
395,395,245.089741068693 / 784.200012207031,245.09 / 784.2,C16745,245.09 / 784.2,Spongouridine,C9H12N2O6,244.0695,M+H
396,396,245.093468575184 / 127.200004577637,245.093 / 127.2,C20697,245.093 / 127.2,(2E4E6E)-4-Methylocta-246-trienedial,C9H10O2,150.0681,3M+H+K
397,397,245.089506481715 / 892.799987792969,245.09 / 892.8,C20697,245.09 / 892.8,(2E4E6E)-4-Methylocta-246-trienedial,C9H10O2,150.0681,3M+H+K
398,398,245.115241612025 / 1314.29992675781,245.115 / 1314.3,C17425,245.115 / 1314.3,Linderalactone,C15H16O3,244.1099,M+H
399,399,245.135630433023 / 869.700012207031,245.136 / 869.7,C19231,245.136 / 869.7,33-Dimethoxybenzidine;ortho-Dianisidine,C14H16N2O2,244.1212,M+H
400,400,245.147295856839 / 614.700012207031,245.147 / 614.7,C10791,245.147 / 614.7,Tsukushinamine A,C15H20N2O,244.1576,M+H
401,401,245.158414939723 / 71.6207580566406,245.158 / 71.6,C20438,245.158 / 71.6,Fumigaclavine C,C23H30N2O2,366.2307,2M+3H
402,402,245.155308122647 / 420.899993896484,245.155 / 420.9,C20643,245.155 / 420.9,2-Heptyl-4(1H)-quinolone;2-Heptyl-4-quinolone;2-Heptyl-4-hydroxyquinoline,C16H21NO,-,M+H_[+1]
403,403,246.092988025935 / 784.200012207031,246.093 / 784.2,C16745,246.093 / 784.2,Spongouridine,C9H12N2O6,-,M+H_[+1]
404,404,246.121201901142 / 527.099975585938,246.121 / 527.1,C19992,246.121 / 527.1,Rhodojaponin I;Grayanotoxane-56101416-pentol 23-epoxy- 614-diacetate (2beta3beta6beta14R)-,C24H36O8,452.241,M+H+K
405,405,246.149638796413 / 614.779357910156,246.15 / 614.8,C10791,246.15 / 614.8,Tsukushinamine A,C15H20N2O,-,M+H_[+1]
406,406,246.167502426843 / 483.300018310547,246.168 / 483.3,,,,,,
407,407,246.167261858686 / 597,246.167 / 597,C20016,246.167 / 597,Hemibrevetoxin B,C28H42O7,490.2931,M+2H
408,408,246.260409405529 / 527.099975585938,246.26 / 527.1,C14390,246.26 / 527.1,Heptanal;n-Heptaldehyde,C7H14O,114.1045,2M+NH4
409,409,246.354930572204 / 527.099975585938,246.355 / 527.1,C18870,246.355 / 527.1,Selenodiglutathione;GSSeSG,C20H32N6O12S2Se,692.0685,M+H+2Na
410,410,246.415679325821 / 527.099975585938,246.416 / 527.1,C20574,246.416 / 527.1,(1S5S)-Averufin,C20H16O7,368.0896,2M+3H
411,411,246.595682461687 / 527.100036621094,246.596 / 527.1,C20634,246.596 / 527.1,O-Methyl anthranilate,C8H9NO2,151.0633,3M+H+K
412,412,247.090921441422 / 59.1061496734619,247.091 / 59.1,C14283,247.091 / 59.1,22-Dihydroxy-4-methoxybenzophenone;Dioxybenzone,C14H12O4,-,M+H_[+2]
413,413,247.092822828578 / 454.800018310547,247.093 / 454.8,C07898,247.093 / 454.8,Naphazoline hydrochloride,C14H14N2HCl,246.0924,M+H
414,414,247.105909612142 / 776.400024414062,247.106 / 776.4,C16745,247.106 / 776.4,Spongouridine,C9H12N2O6,-,M+H_[+2]
415,415,247.126275612505 / 122.100006103516,247.126 / 122.1,C06655,247.126 / 122.1,L-N2-(2-Carboxyethyl)arginine;N2-(2-Carboxyethyl)-L-arginine,C9H18N4O4,246.1328,M+H
416,416,247.126579936854 / 224.100006103516,247.127 / 224.1,C20424,247.127 / 224.1,24-Diacetamido-246-trideoxy-D-mannopyranose;24-Diacetamido-246-trideoxy-alpha-D-mannopyranose,C10H18N2O5,246.1216,M+H
417,417,247.126375589195 / 285.299987792969,247.126 / 285.3,C20312,247.126 / 285.3,(Z)-2-Methylbutanal oxime,C5H11NO,101.0841,2M+2Na-H
418,418,247.124510292003 / 526.799987792969,247.125 / 526.8,C17912,247.125 / 526.8,Isozaluzanin C,C15H18O3,246.1256,M+H
419,419,247.141134660453 / 426.937469482422,247.141 / 426.9,C20586,247.141 / 426.9,Terpendole G,C28H37NO4,451.2723,M+ACN+2H
420,420,247.151735576412 / 850.494567871094,247.152 / 850.5,C02628,247.152 / 850.5,2-Deoxystreptidine;NN-Bis(aminoiminomethyl)-2-deoxy-streptamine,C8H18N6O3,246.144,M+H
421,421,247.170458770035 / 483.798492431641,247.17 / 483.8,C05340,247.17 / 483.8,beta-Alanyl-L-arginine,C9H19N5O3,-,M+H_[+1]
422,422,248.093345283361 / 249.899993896484,248.093 / 249.9,C20677,248.093 / 249.9,N-(4-Coumaroyl)-L-homoserine lactone,C13H13NO4,247.0845,M+H
423,423,248.091152155584 / 509.100006103516,248.091 / 509.1,C14597,248.091 / 509.1,23-Bis(p-methoxyphenyl)acrylonitrile;23-Di(4-methoxyphenyl)acrylonitrile,C17H15NO2,265.1103,M+H-H2O
424,424,248.100586622111 / 454.799987792969,248.101 / 454.8,C19976,248.101 / 454.8,Valinopine,C10H17NO6,247.1056,M+H
425,425,248.12924633573 / 122.099998474121,248.129 / 122.1,C06655,248.129 / 122.1,L-N2-(2-Carboxyethyl)arginine;N2-(2-Carboxyethyl)-L-arginine,C9H18N4O4,-,M+H_[+1]
426,426,248.127435995124 / 527.099975585938,248.127 / 527.1,C17912,248.127 / 527.1,Isozaluzanin C,C15H18O3,-,M+H_[+1]
427,427,248.146724814216 / 69.3000030517578,248.147 / 69.3,C20543,248.147 / 69.3,Terpendole I,C27H35NO5,453.2515,M+ACN+2H
428,428,248.129623375227 / 224.399993896484,248.13 / 224.4,C20424,248.13 / 224.4,24-Diacetamido-246-trideoxy-D-mannopyranose;24-Diacetamido-246-trideoxy-alpha-D-mannopyranose,C10H18N2O5,-,M+H_[+1]
429,429,248.162195719116 / 466.768753051758,248.162 / 466.8,C20543,248.162 / 466.8,Terpendole I,C27H35NO5,453.2515,M+ACN+2H
430,430,248.165463857261 / 1060.20007324219,248.165 / 1060.2,C14167,248.165 / 1060.2,beta-Eucaine,C15H21NO2,247.1572,M+H
431,431,249.105414112195 / 48.2999992370605,249.105 / 48.3,C20426,249.105 / 48.3,Mycorradicin,C14H16O4,248.1049,M+H
432,432,249.095673466649 / 249.900009155273,249.096 / 249.9,C18274,249.096 / 249.9,78-Dihydropyrene-7-carboxylate;12-Dihydropyrene-2-carboxylate,C17H12O2,248.0837,M+H
433,433,249.10612305492 / 331.799987792969,249.106 / 331.8,C20701,249.106 / 331.8,But-3-en-2-one;But-1-en-3-one;Methyl vinyl ketone;Butenone,C4H6O,70.0419,3M+K
434,434,249.168837717912 / 1060.20007324219,249.169 / 1060.2,C14167,249.169 / 1060.2,beta-Eucaine,C15H21NO2,-,M+H_[+1]
435,435,250.036373457996 / 66.6237716674805,250.036 / 66.6,C07752,250.036 / 66.6,Alendronic acid;Alendronate;(4-Amino-1-hydroxybutylidene)bisphosphonic acid,C4H13NO7P2,249.0167,M+H
436,436,250.078787379249 / 400.200012207031,250.079 / 400.2,C19290,250.079 / 400.2,Phenazopyridine hydrochloride,C11H11N5HCl,249.0781,M+H
437,437,250.090872295792 / 118.199996948242,250.091 / 118.2,C19290,250.091 / 118.2,Phenazopyridine hydrochloride,C11H11N5HCl,249.0781,M+H
438,438,250.099290395571 / 752.999908447266,250.099 / 753,C19290,250.099 / 753,Phenazopyridine hydrochloride,C11H11N5HCl,249.0781,M+H
439,439,250.107916906748 / 497.394226074219,250.108 / 497.4,C01136,250.108 / 497.4,S-Acetyldihydrolipoamide;6-S-Acetyldihydrolipoamide,C10H19NO2S2,249.0857,M+H
440,440,250.116490382696 / 681.599975585938,250.116 / 681.6,C20277,250.116 / 681.6,(2R3R)-3-Methylornithine;(3R)-3-Methyl-D-ornithine,C6H14N2O2,146.1055,3M+Na+K
441,441,250.177861511512 / 719.400024414062,250.178 / 719.4,C17463,250.178 / 719.4,Nupharidine,C15H23NO2,249.1729,M+H
442,442,250.177865818639 / 536.400024414062,250.178 / 536.4,C17463,250.178 / 536.4,Nupharidine,C15H23NO2,249.1729,M+H
443,443,251.075415357384 / 148.5,251.075 / 148.5,C19453,251.075 / 148.5,44-Methylenediphenyl diisocyanate;Methylenebisphenyl diisocyanate,C15H10N2O2,250.0742,M+H
444,444,251.126082655472 / 1358.10009765625,251.126 / 1358.1,C02267,251.126 / 1358.1,Deoxycoformycin;Pentostatin,C11H16N4O4,268.1172,M+H-H2O
445,445,251.126112724983 / 1178.39990234375,251.126 / 1178.4,C17725,251.126 / 1178.4,Heptabarbital,C13H18N2O3,250.1317,M+H
446,446,251.125883971987 / 1171.80004882812,251.126 / 1171.8,C17725,251.126 / 1171.8,Heptabarbital,C13H18N2O3,250.1317,M+H
447,447,252.084327381845 / 601.039306640625,252.084 / 601,C02564,252.084 / 601,N-Feruloylglycine;N-3-(4-Hydroxy-3-methoxyphenyl)-1-oxo-2-propen-1-ylglycine,C12H13NO5,251.0794,M+H
448,448,252.139706497022 / 764.999938964844,252.14 / 765,C18760,252.14 / 765,Prosulfocarb,C14H21NOS,251.1344,M+H
449,449,253.095821262079 / 766.799987792969,253.096 / 766.8,C19497,253.096 / 766.8,Perylene,C20H12,252.0939,M+H
450,450,253.095878774699 / 890.700012207031,253.096 / 890.7,C20207,253.096 / 890.7,Grandinol,C13H16O5,252.0998,M+H
451,451,253.089045442668 / 201.582489013672,253.089 / 201.6,C20207,253.089 / 201.6,Grandinol,C13H16O5,252.0998,M+H
452,452,253.095005864756 / 728.392913818359,253.095 / 728.4,C20207,253.095 / 728.4,Grandinol,C13H16O5,252.0998,M+H
453,453,253.116050026404 / 219.900009155273,253.116 / 219.9,C14897,253.116 / 219.9,p-(34-Dihydro-6-methoxy-2-naphthyl)phenol,C17H16O2,252.115,M+H
454,454,253.146517153927 / 842.700012207031,253.147 / 842.7,C20698,253.147 / 842.7,2-Aminoethyl diphenylborinate;2-APB,C14H16BNO,225.1325,2M+3H2O+2H
455,455,254.086678064064 / 766.799987792969,254.087 / 766.8,C01619,254.087 / 766.8,Thiorphan,C12H15NO3S,253.0773,M+H
456,456,254.159088821519 / 93,254.159 / 93,C11207,254.159 / 93,Fenapanil;Phenapronil;Sisthane,C16H19N3,253.1579,M+H
457,457,255.095108922242 / 184.800003051758,255.095 / 184.8,C17237,255.095 / 184.8,S-(Phenylacetothiohydroximoyl)-L-cysteine,C11H14N2O3S,254.0725,M+H
458,458,255.099440471042 / 1035.29992675781,255.099 / 1035.3,C19895,255.099 / 1035.3,4-Methoxyflavanone,C16H14O3,254.0943,M+H
459,459,255.09960221361 / 1044,255.1 / 1044,C19895,255.1 / 1044,4-Methoxyflavanone,C16H14O3,254.0943,M+H
460,460,255.109616510534 / 879.279571533203,255.11 / 879.3,C20701,255.11 / 879.3,But-3-en-2-one;But-1-en-3-one;Methyl vinyl ketone;Butenone,C4H6O,70.0419,3M+2Na-H
461,461,255.115786698965 / 196.800003051758,255.116 / 196.8,C19604,255.116 / 196.8,712-Dimethylbenzaanthracene 56-oxide;DMBA-56-epoxide,C20H16O,272.1201,M+H-H2O
462,462,255.131945620414 / 231,255.132 / 231,C07890,255.132 / 231,Midodrine,C12H18N2O4,254.1267,M+H
463,463,255.156883080569 / 1231.79992675781,255.157 / 1231.8,C15082,255.157 / 1231.8,4-(1-Ethyl-2-phenylbutyl)phenol,C18H22O,254.1671,M+H
464,464,255.143375079602 / 60.9202690124512,255.143 / 60.9,C18579,255.143 / 60.9,Ferimzone;(Z)-Ferimzone,C15H18N4,254.1531,M+H
465,465,255.215626842899 / 923.700073242188,255.216 / 923.7,C08362,255.216 / 923.7,(9Z)-Hexadecenoic acid;Palmitoleic acid;cis-9-Hexadecenoic acid;(9Z)-Hexadec-9-enoate,C16H30O2,254.2246,M+H
466,466,255.209174113046 / 1179.90002441406,255.209 / 1179.9,C18538,255.209 / 1179.9,Prohydrojasmon,C15H26O3,254.1882,M+H
467,467,255.642284452975 / 1922.09997558594,255.642 / 1922.1,C19729,255.642 / 1922.1,(2E4E6E)-26-Dimethylocta-246-trienedial,C10H12O2,164.0837,3M+H+NH4
468,468,255.717560227513 / 923.699951171875,255.718 / 923.7,C19663,255.718 / 923.7,Furostan,C27H46O,386.3549,M+3ACN+2H
469,469,255.942525629738 / 40.2000007629395,255.943 / 40.2,C11032,255.943 / 40.2,Trichlopyr;Triclopyr,C7H4Cl3NO3,254.9257,M+H
470,470,256.102526670649 / 1035.27600097656,256.103 / 1035.3,C15120,256.103 / 1035.3,alpha-(p-Methoxyphenyl)-4-pyridineacrylic acid,C15H13NO3,255.0895,M+H
471,471,256.115795544794 / 134.399993896484,256.116 / 134.4,C19247,256.116 / 134.4,HC Blue No1;22-4-(Methylamino)-3-nitrophenyliminobisethanol,C11H17N3O4,255.1219,M+H
472,472,256.127442474274 / 267.279846191406,256.127 / 267.3,C14901,256.127 / 267.3,1-Methyl-6-(1234-tetrahydro-6-hydroxy-2-naphthyl)-2(1H)-pyridone,C16H17NO2,255.1259,M+H
473,473,256.142628995434 / 1055.09997558594,256.143 / 1055.1,C19101,256.143 / 1055.1,Dipropetryn,C11H21N5S,255.1518,M+H
474,474,256.143986748092 / 1921.80004882812,256.144 / 1921.8,C19101,256.144 / 1921.8,Dipropetryn,C11H21N5S,255.1518,M+H
475,475,256.13453643815 / 231,256.135 / 231,C07890,256.135 / 231,Midodrine,C12H18N2O4,-,M+H_[+1]
476,476,256.261574665954 / 1881.30004882812,256.262 / 1881.3,C16873,256.262 / 1881.3,Bombykol,C16H30O,238.2297,M+NH4
477,477,256.640336601976 / 1921.80004882812,256.64 / 1921.8,C20311,256.64 / 1921.8,NN-Dihydroxy-L-isoleucine,C6H13NO4,163.0845,3M+H+Na
478,478,256.643719029851 / 1055.0751953125,256.644 / 1055.1,C20311,256.644 / 1055.1,NN-Dihydroxy-L-isoleucine,C6H13NO4,163.0845,3M+H+Na
479,479,257.111067340911 / 82.220085144043,257.111 / 82.2,C15341,257.111 / 82.2,Fluorofelbamate,C11H13FN2O4,256.0859,M+H
480,480,257.147610976621 / 689.700012207031,257.148 / 689.7,C20515,257.148 / 689.7,Pulcherriminic acid;25-Dihydroxy-36-bis(2-methylpropyl)pyrazine bis-N-oxide,C12H20N2O4,256.1423,M+H
481,481,257.150554392743 / 1125,257.151 / 1125,C20700,257.151 / 1125,(EE)-4812-Trimethyltrideca-13711-tetraene;TMTT,C16H26,218.2035,M+K
482,482,257.158675714705 / 51,257.159 / 51,C20700,257.159 / 51,(EE)-4812-Trimethyltrideca-13711-tetraene;TMTT,C16H26,218.2035,M+K
483,483,257.147870749782 / 734.700012207031,257.148 / 734.7,C20016,257.148 / 734.7,Hemibrevetoxin B,C28H42O7,490.2931,M+H+Na
484,484,257.224079863953 / 1153.19995117188,257.224 / 1153.2,C11076,257.224 / 1153.2,2-N-Dodecyltetrahydrothiophene;DTHT,C16H32S,256.2225,M+H
485,485,257.651011193436 / 1124.99407958984,257.651 / 1125,C20400,257.651 / 1125,1-Deoxy-11-oxopentalenate,C15H20O3,248.1412,2M+H+NH4
486,486,258.106748540164 / 68.0999984741211,258.107 / 68.1,C15522,258.107 / 68.1,4a-Hydroxytetrahydrobiopterin;4a-Hydroxy-5648-tetrahydrobiopterin;(6R)-6-(L-erythro-12-Dihydroxypropyl)-5678-tetrahydro-4a-hydroxypterin,C9H15N5O4,257.1124,M+H
487,487,258.150450021735 / 689.699981689453,258.15 / 689.7,C20515,258.15 / 689.7,Pulcherriminic acid;25-Dihydroxy-36-bis(2-methylpropyl)pyrazine bis-N-oxide,C12H20N2O4,-,M+H_[+1]
488,488,259.049119858277 / 92.7000045776367,259.049 / 92.7,C19357,259.049 / 92.7,3-Carbethoxypsoralen,C14H10O5,258.0528,M+H
489,489,259.163472661871 / 756.600036621094,259.163 / 756.6,C20044,259.163 / 756.6,Enanthotoxin;Oenanthotoxin,C17H22O2,258.162,M+H
490,490,260.147516878122 / 88.2000045776367,260.148 / 88.2,C11848,260.148 / 88.2,2-Heptyl-3-hydroxy-quinolone;2-Heptyl-3-hydroxy-4(1H)-quinolone;2-Heptyl-3-hydroxy-4-quinolone,C16H21NO2,259.1572,M+H
