"",index,raw data name,raw data name round,chemical_ID_xma,mz_time xma,Name_xma,Formula_xma,MonoisotopicMass_xma,Adduct_xma
"343",343,232.105497424272 / 519,232.105 / 519,,,,,,
"344",344,232.114923523369 / 640.799987792969,232.115 / 640.8,HMDB15322,232.115 / 640.8,Dexfenfluramine,C12H16F3N,231.123484132,M+H
"345",345,232.127221490945 / 89.9457206726074,232.127 / 89.9,HMDB38839,232.127 / 89.9,1-(m-Methoxycinnamoyl)pyrrolidine,C14H17NO2,231.125928793,M+H
"346",346,232.152300253518 / 192.899993896484,232.152 / 192.9,HMDB28835,232.152 / 192.9,Glycyl-Arginine,C8H17N5O3,231.133139435,M+H
"347",347,232.240654530378 / 519,232.241 / 519,HMDB59900,232.241 / 519,Propyl decanoate,C13H26O2,214.193280076,M+NH4
"348",348,232.286653696201 / 193.150695800781,232.287 / 193.2,HMDB31669,232.287 / 193.2,Captafol,C10H9Cl4NO2S,346.910810055,2M+3H
"349",349,232.439820228598 / 193.199981689453,232.44 / 193.2,HMDB60818,232.44 / 193.2,Digoxigenin bisdigitoxoside,C35H54O11,650.36661257,M+H+2Na
"350",350,233.108664531397 / 519,233.109 / 519,HMDB15377,233.109 / 519,Isocarboxazid,C12H13N3O2,-,M+H_[+1]
"351",351,233.110518917951 / 102.599998474121,233.111 / 102.6,HMDB60324,233.111 / 102.6,1-Methoxypyrene,C17H12O,232.088815006,M+H
"352",352,233.115250513824 / 88.5,233.115 / 88.5,HMDB38839,233.115 / 88.5,1-(m-Methoxycinnamoyl)pyrrolidine,C14H17NO2,-,M+H_[+1]
"353",353,233.121689043274 / 52.5,233.122 / 52.5,HMDB29393,233.122 / 52.5,L-N-(3-Carboxypropyl)glutamine,C9H16N2O5,232.105921632,M+H
"354",354,233.155326316608 / 192.900009155273,233.155 / 192.9,HMDB28835,233.155 / 192.9,Glycyl-Arginine,C8H17N5O3,-,M+H_[+1]
"355",355,234.084497897765 / 731.400024414062,234.084 / 731.4,HMDB33349,234.084 / 731.4,Casimiroin,C12H11NO4,233.068807845,M+H
"356",356,234.09508147257 / 174.600006103516,234.095 / 174.6,HMDB35923,234.095 / 174.6,Hirsutin,C10H19NOS2,233.090805615,M+H
"357",357,234.121750882202 / 114.900001525879,234.122 / 114.9,HMDB40033,234.122 / 114.9,2-Heptylbenzothiazole,C14H19NS,233.123820303,M+H
"358",358,235.129178759899 / 1921.80004882812,235.129 / 1921.8,HMDB38218,235.129 / 1921.8,Pterosin N,C14H18O3,234.125594442,M+H
"359",359,235.166811719954 / 1612.80004882812,235.167 / 1612.8,HMDB60286,235.167 / 1612.8,34-Epoxynonanal,C9H16O2,156.115029756,3M+2H
"360",360,235.177992636542 / 591,235.178 / 591,HMDB41036,235.178 / 591,Sugeonol,C15H22O2,234.161979948,M+H
"361",361,235.19138776755 / 2065.19995117188,235.191 / 2065.2,HMDB60611,235.191 / 2065.2,N-Desmethyl tapentadol,C13H21NO,207.162314299,2M+3H2O+2H
"362",362,235.191292327438 / 1977.90002441406,235.191 / 1977.9,HMDB40179,235.191 / 1977.9,26-Di-tert-butyl-4-ethylphenol,C16H26O,234.198365454,M+H
"363",363,235.313574201877 / 591,235.314 / 591,HMDB00693,235.314 / 591,Heparan sulfate,C14H23NO21S3,636.992468873,M+3Na
"364",364,235.403832757369 / 591,235.404 / 591,,,,,,
"365",365,235.465242073855 / 591,235.465 / 591,HMDB60363,235.465 / 591,25-Dichloro-4-oxohex-2-enedioate,C6H4Cl2O5,225.943578652,2M+H+NH4
"366",366,235.640745374582 / 591,235.641 / 591,HMDB60585,235.641 / 591,alpha-Hydroxytamoxifen,C26H29NO2,387.219829177,M+2ACN+2H
"367",367,236.162061783418 / 552.900024414062,236.162 / 552.9,HMDB61026,236.162 / 552.9,norerythromycin,C35H63NO13,705.429941107,M+3H
"368",368,236.181360041561 / 591,236.181 / 591,HMDB60851,236.181 / 591,NO-Didesmethyltramadol,C14H21NO2,235.157228921,M+H
"369",369,237.099540799078 / 1031.09997558594,237.1 / 1031.1,HMDB60485,237.1 / 1031.1,L-Formylkynurenine,C11H12N2O4,236.079706882,M+H
"370",370,237.121286995048 / 231,237.121 / 231,HMDB37817,237.121 / 231,Aldosine,C12H18N2O4,254.126657074,M+H-H2O
"371",371,237.145697013314 / 1128.00012207031,237.146 / 1128,HMDB40778,237.146 / 1128,Eremopetasidione,C14H20O3,236.141244506,M+H
"372",372,237.188708317338 / 1977.90002441406,237.189 / 1977.9,HMDB40179,237.189 / 1977.9,26-Di-tert-butyl-4-ethylphenol,C16H26O,-,M+H_[+2]
"373",373,237.184408192039 / 591,237.184 / 591,HMDB60851,237.184 / 591,NO-Didesmethyltramadol,C14H21NO2,-,M+H_[+1]
"374",374,238.09181822169 / 236.281105041504,238.092 / 236.3,HMDB59704,238.092 / 236.3,39-Dimethyluric acid,C7H8N4O3,196.059640142,M+ACN+H
"375",375,239.104061943972 / 952.200012207031,239.104 / 952.2,HMDB40988,239.104 / 952.2,Falimint,C11H14N2O4,238.095356946,M+H
"376",376,239.136449755795 / 806.399963378906,239.136 / 806.4,HMDB14562,239.136 / 806.4,Secobarbital,C12H18N2O3,238.131742452,M+H
"377",377,239.964127616775 / 40.2000007629395,239.964 / 40.2,HMDB60691,239.964 / 40.2,Isophosphamide mustard,C4H11Cl2N2O2P,219.993519532,2M+H+K
"378",378,240.095797688057 / 450.299987792969,240.096 / 450.3,HMDB32293,240.096 / 450.3,N-Gluconyl ethanolamine,C8H17NO7,239.100501903,M+H
"379",379,240.105344137508 / 64.4819412231445,240.105 / 64.5,HMDB33519,240.105 / 64.5,N-Ornithyl-L-taurine,C7H17N3O4S,239.093976737,M+H
"380",380,241.091063618463 / 109.499992370605,241.091 / 109.5,HMDB39612,241.091 / 109.5,24-Dihydroxychalcone,C15H12O3,240.07864425,M+H
"381",381,241.104837414141 / 1141.80004882812,241.105 / 1141.8,HMDB61112,241.105 / 1141.8,3-Carboxy-4-methyl-5-propyl-2-furanpropionic acid,C12H16O5,240.099773622,M+H
"382",382,241.152733266889 / 78.8944854736328,241.153 / 78.9,HMDB14862,241.153 / 78.9,Imiquimod,C14H16N4,240.137496532,M+H
"383",383,241.152643169004 / 66.3473815917969,241.153 / 66.3,HMDB14862,241.153 / 66.3,Imiquimod,C14H16N4,240.137496532,M+H
"384",384,241.152784358687 / 93.6000061035156,241.153 / 93.6,HMDB14862,241.153 / 93.6,Imiquimod,C14H16N4,240.137496532,M+H
"385",385,241.171440234609 / 1410.30004882812,241.171 / 1410.3,HMDB39160,241.171 / 1410.3,L-Gizzerosine,C11H20N4O2,240.158625904,M+H
"386",386,241.168218683328 / 517.5,241.168 / 517.5,HMDB15407,241.168 / 517.5,Pirbuterol,C12H20N2O3,240.147392516,M+H
"387",387,242.173286289174 / 1410.00012207031,242.173 / 1410,HMDB39160,242.173 / 1410,L-Gizzerosine,C11H20N4O2,-,M+H_[+1]
"388",388,243.131859709845 / 541.200012207031,243.132 / 541.2,HMDB14737,243.132 / 541.2,Thiopental,C11H18N2O2S,242.10889852,M+H
"389",389,243.131273275326 / 604.799987792969,243.131 / 604.8,HMDB60540,243.131 / 604.8,Norverapamil,C26H36N2O4,440.26750765,M+2Na
"390",390,243.13173626956 / 499.800003051758,243.132 / 499.8,HMDB60540,243.132 / 499.8,Norverapamil,C26H36N2O4,440.26750765,M+2Na
"391",391,244.134591175463 / 541.200012207031,244.135 / 541.2,HMDB14737,244.135 / 541.2,Thiopental,C11H18N2O2S,-,M+H_[+1]
"392",392,244.151938345391 / 420.609039306641,244.152 / 420.6,HMDB33526,244.152 / 420.6,Chalciporone,C16H21NO,243.162314299,M+H
"393",393,244.188925275792 / 1096.80004882812,244.189 / 1096.8,HMDB13286,244.189 / 1096.8,N-Undecanoylglycine,C13H25NO3,243.183443671,M+H
"394",394,245.074223624595 / 57.6000022888184,245.074 / 57.6,HMDB41016,245.074 / 57.6,Eriobofuran,C14H12O4,244.073558872,M+H
"395",395,245.089741068693 / 784.200012207031,245.09 / 784.2,HMDB31237,245.09 / 784.2,threo-Syringoylglycerol,C11H16O6,244.094688244,M+H
"396",396,245.093468575184 / 127.200004577637,245.093 / 127.2,HMDB61178,245.093 / 127.2,Trandolapril-d5 Diketopiperazine,C24H32N2O4,412.236207522,M+2K
"397",397,245.089506481715 / 892.799987792969,245.09 / 892.8,HMDB61178,245.09 / 892.8,Trandolapril-d5 Diketopiperazine,C24H32N2O4,412.236207522,M+2K
"398",398,245.115241612025 / 1314.29992675781,245.115 / 1314.3,HMDB38548,245.115 / 1314.3,Glandulone B,C15H16O3,244.109944378,M+H
"399",399,245.135630433023 / 869.700012207031,245.136 / 869.7,HMDB30837,245.136 / 869.7,Anethole,C10H12O,148.088815006,3M+2Na
"400",400,245.147295856839 / 614.700012207031,245.147 / 614.7,HMDB32472,245.147 / 614.7,Polyethylene oxidized,C12H20O5,244.13107375,M+H
"401",401,245.158414939723 / 71.6207580566406,245.158 / 71.6,HMDB37184,245.158 / 71.6,()-14-Nonanediol diacetate,C13H24O4,244.167459256,M+H
"402",402,245.155308122647 / 420.899993896484,245.155 / 420.9,HMDB33526,245.155 / 420.9,Chalciporone,C16H21NO,-,M+H_[+1]
"403",403,246.092988025935 / 784.200012207031,246.093 / 784.2,HMDB31237,246.093 / 784.2,threo-Syringoylglycerol,C11H16O6,-,M+H_[+1]
"404",404,246.121201901142 / 527.099975585938,246.121 / 527.1,HMDB60861,246.121 / 527.1,OR-1896,C13H15N3O2,245.116426739,M+H
"405",405,246.149638796413 / 614.779357910156,246.15 / 614.8,HMDB32472,246.15 / 614.8,Polyethylene oxidized,C12H20O5,-,M+H_[+1]
"406",406,246.167502426843 / 483.300018310547,246.168 / 483.3,,,,,,
"407",407,246.167261858686 / 597,246.167 / 597,HMDB60502,246.167 / 597,Phylloquinol,C31H48O2,452.36543078,M+H+K
"408",408,246.260409405529 / 527.099975585938,246.26 / 527.1,HMDB60258,246.26 / 527.1,N-Methylputrescinium,C5H14N2,102.115698458,2M+ACN+H
"409",409,246.354930572204 / 527.099975585938,246.355 / 527.1,HMDB41851,246.355 / 527.1,Cefpimizole,C28H26N6O10S2,670.115182462,M+3Na
"410",410,246.415679325821 / 527.099975585938,246.416 / 527.1,HMDB41065,246.416 / 527.1,Dimethyl tetrasulfide,C2H6S4,157.935232952,3M+H+NH4
"411",411,246.595682461687 / 527.100036621094,246.596 / 527.1,HMDB61144,246.596 / 527.1,Hydromorphone-3-glucoside,C23H29NO8,447.189316909,M+2Na
"412",412,247.090921441422 / 59.1061496734619,247.091 / 59.1,HMDB41016,247.091 / 59.1,Eriobofuran,C14H12O4,-,M+H_[+2]
"413",413,247.092822828578 / 454.800018310547,247.093 / 454.8,HMDB39493,247.093 / 454.8,Dihydrowyerone acid,C14H14O4,246.089208936,M+H
"414",414,247.105909612142 / 776.400024414062,247.106 / 776.4,HMDB31237,247.106 / 776.4,threo-Syringoylglycerol,C11H16O6,-,M+H_[+2]
"415",415,247.126275612505 / 122.100006103516,247.126 / 122.1,HMDB60508,247.126 / 122.1,Secalciferol,C27H44O3,416.329045274,M+2K
"416",416,247.126579936854 / 224.100006103516,247.127 / 224.1,HMDB61115,247.127 / 224.1,Lenticin,C14H18N2O2,246.13682783,M+H
"417",417,247.126375589195 / 285.299987792969,247.126 / 285.3,HMDB60508,247.126 / 285.3,Secalciferol,C27H44O3,416.329045274,M+2K
"418",418,247.124510292003 / 526.799987792969,247.125 / 526.8,HMDB60810,247.125 / 526.8,cyclic 6-Hydroxymelatonin,C13H14N2O3,246.100442324,M+H
"419",419,247.141134660453 / 426.937469482422,247.141 / 426.9,HMDB60508,247.141 / 426.9,Secalciferol,C27H44O3,416.329045274,M+2K
"420",420,247.151735576412 / 850.494567871094,247.152 / 850.5,HMDB31696,247.152 / 850.5,Dibutyl malate,C12H22O5,246.146723814,M+H
"421",421,247.170458770035 / 483.798492431641,247.17 / 483.8,HMDB60441,247.17 / 483.8,beta-Alanyl-L-arginine,C9H19N5O3,-,M+H_[+1]
"422",422,248.093345283361 / 249.899993896484,248.093 / 249.9,HMDB29060,248.093 / 249.9,Threoninyl-Glutamate,C9H15N2O6,247.093011222,M+H
"423",423,248.091152155584 / 509.100006103516,248.091 / 509.1,HMDB59772,248.091 / 509.1,N-Phenylacetylglutamic acid,C13H15NO5,265.095022595,M+H-H2O
"424",424,248.100586622111 / 454.799987792969,248.101 / 454.8,HMDB33699,248.101 / 454.8,Linamarin,C10H17NO6,247.105587281,M+H
"425",425,248.12924633573 / 122.099998474121,248.129 / 122.1,HMDB33699,248.129 / 122.1,Linamarin,C10H17NO6,247.105587281,M+H
"426",426,248.127435995124 / 527.099975585938,248.127 / 527.1,HMDB60861,248.127 / 527.1,OR-1896,C13H15N3O2,-,M+H_[+2]
"427",427,248.146724814216 / 69.3000030517578,248.147 / 69.3,HMDB13127,248.147 / 69.3,Hydroxybutyrylcarnitine,C11H21NO5,247.141972787,M+H
"428",428,248.129623375227 / 224.399993896484,248.13 / 224.4,HMDB61115,248.13 / 224.4,Lenticin,C14H18N2O2,-,M+H_[+1]
"429",429,248.162195719116 / 466.768753051758,248.162 / 466.8,HMDB61178,248.162 / 466.8,Trandolapril-d5 Diketopiperazine,C24H32N2O4,412.236207522,M+2ACN+2H
"430",430,248.165463857261 / 1060.20007324219,248.165 / 1060.2,HMDB41913,248.165 / 1060.2,Ketobemidone,C15H21NO2,247.157228921,M+H
"431",431,249.105414112195 / 48.2999992370605,249.105 / 48.3,HMDB60721,249.105 / 48.3,2-Oxomelatonin,C13H16N2O3,248.116092388,M+H
"432",432,249.095673466649 / 249.900009155273,249.096 / 249.9,HMDB60826,249.096 / 249.9,Hydroxynalidixic acid,C12H12N2O4,248.079706882,M+H
"433",433,249.10612305492 / 331.799987792969,249.106 / 331.8,HMDB41140,249.106 / 331.8,Prenyl cis-caffeate,C14H16O4,248.104859,M+H
"434",434,249.168837717912 / 1060.20007324219,249.169 / 1060.2,HMDB41913,249.169 / 1060.2,Ketobemidone,C15H21NO2,-,M+H_[+1]
"435",435,250.036373457996 / 66.6237716674805,250.036 / 66.6,HMDB02062,250.036 / 66.6,Norepinephrine sulfate,C8H11NO6S,249.030707779,M+H
"436",436,250.078787379249 / 400.200012207031,250.079 / 400.2,HMDB28816,250.079 / 400.2,Glutamyl-Cysteine,C8H13N2O5S,249.054517226,M+H
"437",437,250.090872295792 / 118.199996948242,250.091 / 118.2,HMDB29146,250.091 / 118.2,Gamma-glutamyl-Cysteine,C8H15N3O4S,249.078326673,M+H
"438",438,250.099290395571 / 752.999908447266,250.099 / 753,HMDB29146,250.099 / 753,Gamma-glutamyl-Cysteine,C8H15N3O4S,249.078326673,M+H
"439",439,250.107916906748 / 497.394226074219,250.108 / 497.4,HMDB38574,250.108 / 497.4,Lansiumamide A,C17H15NO,249.115364107,M+H
"440",440,250.116490382696 / 681.599975585938,250.116 / 681.6,HMDB60070,250.116 / 681.6,Melatonin radical,C13H17N2O3,249.12391742,M+H
"441",441,250.177861511512 / 719.400024414062,250.178 / 719.4,HMDB61007,250.178 / 719.4,N-Desmethyltramadol,C15H23NO2,249.172878985,M+H
"442",442,250.177865818639 / 536.400024414062,250.178 / 536.4,HMDB61007,250.178 / 536.4,N-Desmethyltramadol,C15H23NO2,249.172878985,M+H
"443",443,251.075415357384 / 148.5,251.075 / 148.5,HMDB41857,251.075 / 148.5,Citrinin,C13H14O5,250.084123558,M+H
"444",444,251.126082655472 / 1358.10009765625,251.126 / 1358.1,HMDB60656,251.126 / 1358.1,Monoethylglycinexylidide,C12H18N2O,206.141913208,M+2Na-H
"445",445,251.126112724983 / 1178.39990234375,251.126 / 1178.4,HMDB60742,251.126 / 1178.4,3-Hydroxymelatonin,C13H18N2O3,250.131742452,M+H
"446",446,251.125883971987 / 1171.80004882812,251.126 / 1171.8,HMDB60742,251.126 / 1171.8,3-Hydroxymelatonin,C13H18N2O3,250.131742452,M+H
"447",447,252.084327381845 / 601.039306640625,252.084 / 601,HMDB61025,252.084 / 601,5-Chloro-13-dihydro-1-(4-piperidinyl)-2H-benzimidazol-2-one,C12H14ClN3O,251.082539792,M+H
"448",448,252.139706497022 / 764.999938964844,252.14 / 765,HMDB60956,252.14 / 765,N-desmethylmirtazapine,C16H17N3,251.142247559,M+H
"449",449,253.095821262079 / 766.799987792969,253.096 / 766.8,HMDB38161,253.096 / 766.8,Pterosin J,C14H17ClO2,252.091707495,M+H
"450",450,253.095878774699 / 890.700012207031,253.096 / 890.7,HMDB38551,253.096 / 890.7,Methyl 345-trimethoxycinnamate,C13H16O5,252.099773622,M+H
"451",451,253.089045442668 / 201.582489013672,253.089 / 201.6,HMDB38850,253.089 / 201.6,Cycasin,C8H16N2O7,252.095750876,M+H
"452",452,253.095005864756 / 728.392913818359,253.095 / 728.4,HMDB38551,253.095 / 728.4,Methyl 345-trimethoxycinnamate,C13H16O5,252.099773622,M+H
"453",453,253.116050026404 / 219.900009155273,253.116 / 219.9,HMDB37707,253.116 / 219.9,Cinnamyl phenylacetate,C17H16O2,252.115029756,M+H
"454",454,253.146517153927 / 842.700012207031,253.147 / 842.7,HMDB59661,253.147 / 842.7,QH(2),C14H20O4,252.136159128,M+H
"455",455,254.086678064064 / 766.799987792969,254.087 / 766.8,HMDB60550,254.087 / 766.8,6-Hydroxyketamine,C13H16ClNO2,253.086956468,M+H
"456",456,254.159088821519 / 93,254.159 / 93,HMDB60286,254.159 / 93,34-Epoxynonanal,C9H16O2,156.115029756,3M+H+K
"457",457,255.095108922242 / 184.800003051758,255.095 / 184.8,HMDB60559,255.095 / 184.8,Acetaminophen cystein,C11H14N2O3S,254.072513014,M+H
"458",458,255.099440471042 / 1035.29992675781,255.099 / 1035.3,HMDB60702,255.099 / 1035.3,(S)-MHD,C15H14N2O2,254.105527702,M+H
"459",459,255.09960221361 / 1044,255.1 / 1044,HMDB60702,255.1 / 1044,(S)-MHD,C15H14N2O2,254.105527702,M+H
"460",460,255.109616510534 / 879.279571533203,255.11 / 879.3,HMDB61163,255.11 / 879.3,N-Nitroso-3-hydroxypyrrolidine,C4H8N2O2,116.05857751,2M+Na
"461",461,255.115786698965 / 196.800003051758,255.116 / 196.8,HMDB60422,255.116 / 196.8,712-Dimethylbenzaanthracene 56-oxide,C20H16O,272.120115134,M+H-H2O
"462",462,255.131945620414 / 231,255.132 / 231,HMDB37817,255.132 / 231,Aldosine,C12H18N2O4,254.126657074,M+H
"463",463,255.156883080569 / 1231.79992675781,255.157 / 1231.8,HMDB59959,255.157 / 1231.8,2-(2-Dimethyl(2-phosphanylethyl)ammonioethyldimethylammonio)ethyl phosphinite,C10H28N2OP2,254.167686552,M+H
"464",464,255.143375079602 / 60.9202690124512,255.143 / 60.9,HMDB60828,255.143 / 60.9,ID14326,C28H36N4O3S,508.250811728,M+2H
"465",465,255.215626842899 / 923.700073242188,255.216 / 923.7,HMDB60082,255.216 / 923.7,Hexadecenoate (n-C16:1),C16H30O2,254.224580204,M+H
"466",466,255.209174113046 / 1179.90002441406,255.209 / 1179.9,HMDB41371,255.209 / 1179.9,18-Nor-4(19)81113-abietatetraene,C19H26,254.203450832,M+H
"467",467,255.642284452975 / 1922.09997558594,255.642 / 1922.1,HMDB60979,255.642 / 1922.1,hydroxyrepaglinide,C27H36N2O5,468.262422272,M+ACN+2H
"468",468,255.717560227513 / 923.699951171875,255.718 / 923.7,HMDB59604,255.718 / 923.7,5-beta-Cholestan-3-one,C27H46O,386.354866094,M+3ACN+2H
"469",469,255.942525629738 / 40.2000007629395,255.943 / 40.2,HMDB38591,255.943 / 40.2,Brassicanal A,C9H7NOS,177.024834541,M+2K+H
"470",470,256.102526670649 / 1035.27600097656,256.103 / 1035.3,HMDB41996,256.103 / 1035.3,Pranoprofen,C15H13NO3,255.089543287,M+H
"471",471,256.115795544794 / 134.399993896484,256.116 / 134.4,HMDB40381,256.116 / 134.4,N-Methylschinifoline,C16H17NO2,255.125928793,M+H
"472",472,256.127442474274 / 267.279846191406,256.127 / 267.3,HMDB12235,256.127 / 267.3,Hydroxybupropion,C13H18ClNO2,255.102606532,M+H
"473",473,256.142628995434 / 1055.09997558594,256.143 / 1055.1,HMDB32216,256.143 / 1055.1,Diethylenetriamine crosslinked with epichlorohydrin,C14H22ClNO,255.138992038,M+H
"474",474,256.143986748092 / 1921.80004882812,256.144 / 1921.8,HMDB32216,256.144 / 1921.8,Diethylenetriamine crosslinked with epichlorohydrin,C14H22ClNO,255.138992038,M+H
"475",475,256.13453643815 / 231,256.135 / 231,HMDB37817,256.135 / 231,Aldosine,C12H18N2O4,-,M+H_[+1]
"476",476,256.261574665954 / 1881.30004882812,256.262 / 1881.3,HMDB12273,256.262 / 1881.3,Palmitic amide,C16H33NO,255.256214683,M+H
"477",477,256.640336601976 / 1921.80004882812,256.64 / 1921.8,HMDB60584,256.64 / 1921.8,Abiraterone sulfate,C24H31NO4S,429.197379175,M+2ACN+2H
"478",478,256.643719029851 / 1055.0751953125,256.644 / 1055.1,HMDB60746,256.644 / 1055.1,3-keto-Digoxigenin,C23H32O5,388.224974134,M+3ACN+2H
"479",479,257.111067340911 / 82.220085144043,257.111 / 82.2,HMDB41678,257.111 / 82.2,4-O-Methylequol,C16H16O3,256.109944378,M+H
"480",480,257.147610976621 / 689.700012207031,257.148 / 689.7,HMDB40352,257.148 / 689.7,2-4-(3-Hydroxypropyl)-2-methoxyphenoxy-13-propanediol,C13H20O5,256.13107375,M+H
"481",481,257.150554392743 / 1125,257.151 / 1125,HMDB61057,257.151 / 1125,2-sulfamoylacetylphenol,C44H56N4O8,768.409814788,M+3H
"482",482,257.158675714705 / 51,257.159 / 51,HMDB36143,257.159 / 51,Monomenthyl succinate,C14H24O4,256.167459256,M+H
"483",483,257.147870749782 / 734.700012207031,257.148 / 734.7,HMDB61057,257.148 / 734.7,2-sulfamoylacetylphenol,C44H56N4O8,768.409814788,M+3H
"484",484,257.224079863953 / 1153.19995117188,257.224 / 1153.2,HMDB40904,257.224 / 1153.2,Ipomeatetrahydrofuran,C15H28O3,256.203844762,M+H
"485",485,257.651011193436 / 1124.99407958984,257.651 / 1125,HMDB61045,257.651 / 1125,alpha-hydroxysalmeterol,C25H37NO5,431.267173299,M+2ACN+2H
"486",486,258.106748540164 / 68.0999984741211,258.107 / 68.1,HMDB39229,258.107 / 68.1,Pyro-L-glutaminyl-L-glutamine,C10H15N3O5,257.101170605,M+H
"487",487,258.150450021735 / 689.699981689453,258.15 / 689.7,HMDB40352,258.15 / 689.7,2-4-(3-Hydroxypropyl)-2-methoxyphenoxy-13-propanediol,C13H20O5,-,M+H_[+1]
"488",488,259.049119858277 / 92.7000045776367,259.049 / 92.7,HMDB15606,259.049 / 92.7,Lofexidine,C11H12Cl2N2O,258.03266843,M+H
"489",489,259.163472661871 / 756.600036621094,259.163 / 756.6,HMDB39737,259.163 / 756.6,(all-E)-1810-Heptadecatriene-46-diyne-312-diol,C17H22O2,258.161979948,M+H
"490",490,260.147516878122 / 88.2000045776367,260.148 / 88.2,HMDB60966,260.148 / 88.2,norzolmitripan,C14H17N3O2,259.132076803,M+H
"491",491,260.1830726747 / 720.599975585938,260.183 / 720.6,HMDB41954,260.183 / 720.6,Norbutorphanol,C16H21NO2,259.157228921,M+H
"492",492,260.183329502546 / 650.400024414062,260.183 / 650.4,HMDB41954,260.183 / 650.4,Norbutorphanol,C16H21NO2,259.157228921,M+H
"493",493,261.096528758042 / 80.7000045776367,261.097 / 80.7,HMDB60917,261.097 / 80.7,4-Hydroxyflurbiprofen,C15H13FO3,260.084872487,M+H
"494",494,261.101619110414 / 621.599975585938,261.102 / 621.6,HMDB60917,261.102 / 621.6,4-Hydroxyflurbiprofen,C15H13FO3,260.084872487,M+H
"495",495,261.131943637168 / 662.700012207031,261.132 / 662.7,HMDB32857,261.132 / 662.7,Glycerol tripropanoate,C12H20O6,260.125988372,M+H
"496",496,261.142597596847 / 309,261.143 / 309,HMDB33481,261.143 / 309,Baptifoline,C15H20N2O2,260.152477894,M+H
"497",497,261.142408620065 / 364.800018310547,261.142 / 364.8,HMDB33481,261.142 / 364.8,Baptifoline,C15H20N2O2,260.152477894,M+H
"498",498,262.035949099495 / 76.1999969482422,262.036 / 76.2,HMDB13926,262.036 / 76.2,Dehydrogenated ticlopidine,C14H12ClNS,261.037897786,M+H
"499",499,262.108415299133 / 521.700012207031,262.108 / 521.7,HMDB29145,262.108 / 521.7,Gamma-glutamyl-Aspartate,C9H15N3O6,261.096085227,M+H
"500",500,262.126165712063 / 66.1386260986328,262.126 / 66.1,HMDB39082,262.126 / 66.1,Camelinin,C12H23NOS2,261.122105743,M+H
"501",501,262.117337174578 / 475.463333129883,262.117 / 475.5,HMDB39082,262.117 / 475.5,Camelinin,C12H23NOS2,261.122105743,M+H
"502",502,262.117581961631 / 597.608947753906,262.118 / 597.6,HMDB39082,262.118 / 597.6,Camelinin,C12H23NOS2,261.122105743,M+H
"503",503,262.125616693269 / 77.7000045776367,262.126 / 77.7,HMDB39082,262.126 / 77.7,Camelinin,C12H23NOS2,261.122105743,M+H
"504",504,262.117082484889 / 375.600036621094,262.117 / 375.6,HMDB39082,262.117 / 375.6,Camelinin,C12H23NOS2,261.122105743,M+H
"505",505,262.163299775799 / 95.6999969482422,262.163 / 95.7,HMDB61150,262.163 / 95.7,Hydroxyl frovatriptan,C14H19N3O2,261.147726867,M+H
"506",506,263.04046719072 / 75.9000015258789,263.04 / 75.9,HMDB13926,263.04 / 75.9,Dehydrogenated ticlopidine,C14H12ClNS,-,M+H_[+1]
"507",507,263.101890352411 / 545.100036621094,263.102 / 545.1,HMDB60337,263.102 / 545.1,16-Dimethoxypyrene,C18H14O2,262.099379692,M+H
"508",508,263.103423335767 / 559.5,263.103 / 559.5,HMDB60337,263.103 / 559.5,16-Dimethoxypyrene,C18H14O2,262.099379692,M+H
"509",509,263.102489466177 / 474.899993896484,263.102 / 474.9,HMDB60337,263.102 / 474.9,16-Dimethoxypyrene,C18H14O2,262.099379692,M+H
"510",510,263.137761979057 / 603,263.138 / 603,HMDB29437,263.138 / 603,Nopalinic acid,C10H18N2O6,262.116486318,M+H
"511",511,263.146457562756 / 646.805419921875,263.146 / 646.8,HMDB31897,263.146 / 646.8,Phaseolic acid,C12H22O6,262.141638436,M+H
"512",512,263.166551787574 / 95.6999969482422,263.167 / 95.7,HMDB61150,263.167 / 95.7,Hydroxyl frovatriptan,C14H19N3O2,-,M+H_[+1]
"513",513,264.115386886962 / 649.5,264.115 / 649.5,HMDB61055,264.115 / 649.5,desethylzaleplon,C15H13N5,263.117095441,M+H
"514",514,264.194212268128 / 709.199951171875,264.194 / 709.2,HMDB60532,264.194 / 709.2,O-Desmethylvenlafaxine,C16H25NO2,263.188529049,M+H
"515",515,264.229806681895 / 1090.50012207031,264.23 / 1090.5,HMDB59849,264.23 / 1090.5,(Z)-Farnesol,C15H26O,222.198365454,M+ACN+H
"516",516,265.014306971427 / 39.8999977111816,265.014 / 39.9,HMDB60005,265.014 / 39.9,Methylgallic acid-O-sulphate,C8H8O8S,263.993987922,M+H
"517",517,265.095689988317 / 439.200012207031,265.096 / 439.2,HMDB34681,265.096 / 439.2,3-Hydroxy-4-butanolide,C10H16O8,264.084517488,M+H
"518",518,265.115949441437 / 509.100006103516,265.116 / 509.1,HMDB61136,265.116 / 509.1,di-Hydroxymelatonin,C13H16N2O4,264.11100701,M+H
"519",519,265.116090077966 / 513.900024414062,265.116 / 513.9,HMDB61136,265.116 / 513.9,di-Hydroxymelatonin,C13H16N2O4,264.11100701,M+H
